ts,target,phase,idle_sec,attempt,http_code,time_namelookup,time_connect,time_appconnect,time_pretransfer,time_starttransfer,time_total,remote_ip,remote_port,url
2026-02-09T10:47:22Z,web,warm_baseline,0,1,200,0.001383,0.011034,0.023031,0.023056,0.179422,0.179556,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:23Z,web,warm_baseline,0,2,200,0.001598,0.009255,0.018092,0.018118,0.078716,0.078763,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:24Z,web,warm_baseline,0,3,200,0.001925,0.011825,0.023474,0.023501,0.077682,0.077868,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:25Z,web,warm_baseline,0,4,200,0.001859,0.006904,0.013409,0.013436,0.027339,0.027428,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:26Z,web,warm_baseline,0,5,200,0.001854,0.009526,0.017265,0.017294,0.069363,0.069471,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:56Z,web,after_idle_first,30,1,200,0.003166,0.017047,0.029340,0.029408,0.120426,0.120567,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:47:56Z,web,after_idle_followup,30,2,200,0.002553,0.017221,0.029750,0.029795,0.066737,0.066844,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:49:26Z,web,after_idle_first,90,1,200,0.003022,0.009978,0.018856,0.018905,0.078241,0.078539,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:49:27Z,web,after_idle_followup,90,2,200,0.002753,0.014865,0.024428,0.024473,0.068539,0.068658,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:52:27Z,web,after_idle_first,180,1,200,0.003320,0.009490,0.017678,0.017728,0.097385,0.097586,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:52:27Z,web,after_idle_followup,180,2,200,0.002463,0.012043,0.019697,0.019746,0.035771,0.035864,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T10:52:27Z,cms,warm_baseline,0,1,204,0.002213,0.007517,0.014565,0.014602,0.108529,0.108562,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:52:28Z,cms,warm_baseline,0,2,204,0.002656,0.010634,0.018953,0.019004,0.099163,0.099205,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:52:29Z,cms,warm_baseline,0,3,204,0.003450,0.013355,0.025669,0.025719,0.117837,0.117875,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:52:30Z,cms,warm_baseline,0,4,204,0.002724,0.016773,0.030880,0.030931,0.103878,0.103915,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:52:31Z,cms,warm_baseline,0,5,204,0.002513,0.013464,0.026507,0.026552,0.046709,0.046740,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:53:01Z,cms,after_idle_first,30,1,204,0.003415,0.013786,0.023021,0.023074,0.075027,0.075066,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:53:02Z,cms,after_idle_followup,30,2,204,0.002784,0.010329,0.021132,0.021176,0.082159,0.082235,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:54:32Z,cms,after_idle_first,90,1,204,0.002642,0.012430,0.020556,0.020599,0.071406,0.071441,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:54:32Z,cms,after_idle_followup,90,2,204,0.002346,0.012755,0.025231,0.025271,0.080892,0.080925,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:57:32Z,cms,after_idle_first,180,1,204,0.002744,0.016638,0.028523,0.028576,0.103731,0.103779,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T10:57:32Z,cms,after_idle_followup,180,2,204,0.003077,0.011561,0.019496,0.019586,0.088719,0.088757,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
