ts,target,phase,idle_sec,attempt,http_code,time_namelookup,time_connect,time_appconnect,time_pretransfer,time_starttransfer,time_total,remote_ip,remote_port,url
2026-02-09T11:33:12Z,web,warm_baseline,0,1,200,0.001908,0.011740,0.023709,0.023739,0.110727,0.110888,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:33:14Z,web,warm_baseline,0,2,200,0.002823,0.008394,0.016098,0.016145,0.074348,0.074453,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:33:15Z,web,warm_baseline,0,3,200,0.002169,0.009113,0.018744,0.018788,0.116515,0.116711,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:33:16Z,web,warm_baseline,0,4,200,0.003003,0.015298,0.028570,0.028611,0.087583,0.087785,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:33:17Z,web,warm_baseline,0,5,200,0.002907,0.010637,0.018648,0.018700,0.033364,0.033458,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:34:17Z,web,after_idle_first,60,1,200,0.003383,0.010103,0.020389,0.020449,0.093536,0.093738,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:34:17Z,web,after_idle_followup,60,2,200,0.002753,0.011011,0.021921,0.021959,0.081575,0.081687,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:37:17Z,web,after_idle_first,180,1,200,0.003907,0.018233,0.036188,0.036235,0.128684,0.128976,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:37:17Z,web,after_idle_followup,180,2,200,0.003179,0.015943,0.029474,0.029512,0.109003,0.109309,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:42:18Z,web,after_idle_first,300,1,200,0.002296,0.017281,0.026670,0.026718,0.095700,0.095887,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:42:18Z,web,after_idle_followup,300,2,200,0.002767,0.014852,0.027542,0.027583,0.148537,0.148892,2a0d:d6c1:0:1c::33,443,https://bban3i4dgt9p00m87f90.containers.yandexcloud.net/api/health,,,,,,,,
2026-02-09T11:42:18Z,cms,warm_baseline,0,1,204,0.002867,0.016208,0.029326,0.029369,0.107614,0.107667,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:42:19Z,cms,warm_baseline,0,2,204,0.003571,0.014771,0.027128,0.027173,0.091890,0.091940,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:42:20Z,cms,warm_baseline,0,3,204,0.002557,0.012330,0.020499,0.020538,0.114919,0.114963,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:42:21Z,cms,warm_baseline,0,4,204,0.003047,0.018003,0.030705,0.030751,0.048916,0.048959,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:42:22Z,cms,warm_baseline,0,5,204,0.003208,0.018070,0.030733,0.030787,0.076685,0.076739,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:43:22Z,cms,after_idle_first,60,1,204,0.003679,0.016837,0.029763,0.029807,0.090364,0.090408,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:43:23Z,cms,after_idle_followup,60,2,204,0.002130,0.012262,0.025114,0.025155,0.078792,0.078830,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:46:23Z,cms,after_idle_first,180,1,204,0.002199,0.015672,0.024255,0.024342,0.110576,0.110639,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:46:23Z,cms,after_idle_followup,180,2,204,0.002682,0.012655,0.025040,0.025088,0.074300,0.074343,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:51:23Z,cms,after_idle_first,300,1,204,0.003280,0.016875,0.025716,0.025766,0.109569,0.109630,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
2026-02-09T11:51:23Z,cms,after_idle_followup,300,2,204,0.002477,0.014548,0.021830,0.021859,0.103220,0.103241,2a0d:d6c1:0:1c::33,443,https://bbaousfesom46c65itc1.containers.yandexcloud.net/_health,,,,,,,,
